SeqIndex,HMDB_ID,Compound,CompoundWithTMS,RT,RI,TargetIon,QIon,IonRatio,MZ,Intensity,Source,Note(mixtures)
1,HMDB0000190,Lactic acid,Lactic acid,9.59,1069.24,117,191,219,41 42 43 44 45 46 47 48 49 51 52 53 54 55 56 57 58 59 60 61 62 63 64 66 69 70 71 73 74 75 76 77 78 78 80 81 82 82 83 84 84 85 86 87 88 89 90 91 92 93 94 97 97 99 101 102 103 104 105 106 107 107 111 111 112 113 115 117 118 119 120 121 126 127 129 131 133 134 135 136 137 137 139 142 143 144 145 147 148 149 150 151 152 155 156 157 158 159 159 160 161 162 163 164 165 170 171 173 175 176 177 178 185 186 187 190 191 192 193 194 195 196 203 204 205 206 207 208 209 217 219 220 221 222 223 226 231 233 234 248 251 262 263 264 281 295 296 296 307 307 310 341 412 460 462 574 577,29912 83472 756864 249600 1425408 92480 262528 12126 8142 34264 60712 41424 13466 186816 36656 103192 318528 585344 81960 185536 11126 9387 919 487872 10528 31360 61488 4486656 485824 799168 57200 40160 1214 1273 4515 2064 639 719 2938 2026 2045 21424 15439 157376 238912 53288 3094 4991 241 399 8953 1426 201 14676 142656 128008 93632 15517 38224 3786 3149 930 258 240 1464 12959 87936 3058688 332672 146816 10111 3188 293 788 47560 232768 551680 75360 49080 3174 1093 1025 249 281 3720 923 8786 4534272 808768 429632 37144 6588 444 173 280 1099 296 2334 2687 685 1923 1677 2587 243 777 337 661 215 27176 2806 4753 450 494 479 152 590976 824256 168512 59576 11160 908 677 28704 6370 3267 267 811 878 776 4490 236544 44720 23320 2922 728 364 444 2290 1209 361 343 464 172 185 387 295 210 225 446 298 357 455 325 282 171 187 204,New (Mar2016),Mix2
